Name,TeamAbbreviation,GamesPlayed,Minutes,SecondChanceOffPoss,SecondChancePoints,SecondChancePointsPct,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFg2Pct,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceFtPoints,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers
Thanasis Antetokounmpo,MIL,176,1386,311,80,0.19047619047619047,30,56,0.5357142857142857,2,9,0.2222222222222222,14,0.5076923076923077,0.5194805194805194,0.5914418604651164,29,49,0.7538461538461538,0.5918367346938775,0.13793103448275862,2,4,0.061538462,0.5,1,0,5,0.076923077,0,0,10
Vlatko Cancar,DEN,120,1381,306,51,0.11258278145695365,17,28,0.6071428571428571,3,6,0.5,8,0.6323529411764706,0.6710526315789473,0.6154309523809525,14,23,0.6764705882352942,0.6086956521739131,0.2857142857142857,1,1,0.029411764705882353,1,1,2,5,0.14705882352941177,0.4,1,6
Brad Wanamaker,WAS,84,1373,297,31,0.07398568,8,11,0.7272727272727273,2,11,0.18181818181818182,9,0.5,0.5961538461538461,0.5751714285714286,5,6,0.2727272727272727,0.8333333333333334,0.2,0,2,0.090909091,0,0,2,9,0.4090909090909091,0.2222222222222222,1,6
CJ Elleby,POR,88,1367,342,67,0.16461916461916462,22,44,0.5,4,15,0.26666666666666666,11,0.4745762711864407,0.5075757575757576,0.5522083333333333,18,32,0.5423728813559322,0.5625,0.2222222222222222,0,4,0.06779661,0,0,4,11,0.1864406779661017,0.36363636363636365,1,6
Mark Williams,CHA,65,1366,330,186,0.2857142857142857,81,131,0.6183206106870229,0,0,0,24,0.6183206106870229,0.636986301,0.6020231481481482,79,120,0.916030534,0.6583333333333333,0.088607595,0,0,0,0,0,0,0,0,0,0,9
Duane Washington Jr.,PHX,79,1362,368,53,0.073919107,6,16,0.375,13,50,0.26,2,0.38636363636363635,0.39552238805970147,0.5171255813953488,5,8,0.12121212121212122,0.625,0.6,8,21,0.3181818181818182,0.38095238095238093,1,5,29,0.4393939393939394,0.1724137931034483,1,5
Semi Ojeleye,LAC,86,1356,320,68,0.18994413407821228,14,17,0.8235294117647058,8,20,0.4,16,0.7027027027027027,0.723404255,0.5655026315789474,11,12,0.32432432432432434,0.9166666666666666,0.2727272727272727,2,6,0.16216216216216217,0.3333333333333333,1,6,14,0.3783783783783784,0.42857142857142855,1,2
Nikola Jovic,MIA,75,1355,254,40,0.073800738,11,27,0.4074074074074074,4,14,0.2857142857142857,6,0.4146341463414634,0.45454545454545453,0.5437865384615385,8,21,0.5121951219512195,0.38095238095238093,0.25,3,4,0.097560976,0.75,1,1,10,0.24390243902439024,0.1,1,1
Trey Burke,DAL,104,1355,269,43,0.0688,12,21,0.5714285714285714,4,24,0.16666666666666666,7,0.4,0.4574468085106383,0.5002277777777778,4,6,0.13333333333333333,0.6666666666666666,0,1,8,0.17777777777777778,0.125,1,3,16,0.35555555555555557,0.1875,0.6666666666666666,0
MarJon Beauchamp,MIL,111,1343,326,61,0.12323232323232323,20,36,0.5555555555555556,5,19,0.2631578947368421,6,0.5,0.5,0.5734597222222222,15,28,0.509090909,0.5357142857142857,0.2,3,8,0.14545454545454545,0.375,1,2,11,0.2,0.18181818181818182,1,8
Ish Wainright,PHX,116,1336,391,65,0.17015706806282724,18,38,0.47368421052631576,8,25,0.32,5,0.47619047619047616,0.5,0.5395825000000001,17,32,0.5079365079365079,0.53125,0.17647058823529413,4,10,0.15873015873015872,0.4,1,4,15,0.23809523809523808,0.26666666666666666,1,5
Omer Yurtseven,UTA,113,1335,368,162,0.2887700534759358,71,118,0.6016949152542372,2,5,0.4,14,0.6016260162601627,0.6044776119402985,0.5478863636363637,55,87,0.7073170731707317,0.632183908,0.14545454545454545,1,2,0.016260162601626018,0.5,1,1,3,0.024390243902439025,0.3333333333333333,1,8
Trevor Ariza,LAL,54,1303,248,34,0.08994709,11,18,0.6111111111111112,4,17,0.23529411764705882,0,0.4857142857142857,0.4857142857142857,0.622647619,10,16,0.45714285714285713,0.625,0.3,2,10,0.2857142857142857,0.2,1,2,7,0.2,0.2857142857142857,1,3
Duop Reath,POR,81,1297,359,140,0.21739130434782608,50,79,0.6329113924050633,9,22,0.4090909090909091,13,0.6287128712871287,0.6422018348623854,0.5721308219178083,42,64,0.6336633663366337,0.65625,0.11904761904761904,4,4,0.039603960396039604,1,1,5,18,0.1782178217821782,0.2777777777777778,1,6
David Nwaba,HOU,76,1288,311,97,0.1905697445972495,38,60,0.6333333333333333,2,9,0.2222222222222222,15,0.5942028985507246,0.6381578947368421,0.5918464285714287,34,52,0.7536231884057971,0.6538461538461539,0.20588235294117646,0,3,0.043478260869565216,0,0,2,6,0.086956522,0.3333333333333333,1,7
Gorgui Dieng,SAS,113,1282,306,85,0.15947467166979362,24,39,0.6153846153846154,6,15,0.4,19,0.6111111111111112,0.6746031746031746,0.6008270270270271,18,29,0.5370370370370371,0.6206896551724138,0.2222222222222222,0,1,0.018518518518518517,0,0,6,14,0.25925925925925924,0.42857142857142855,0.8333333333333334,8
Tony Bradley,CHI,109,1266,302,123,0.2551867219917012,56,89,0.6292134831460674,0,1,0,11,0.6222222222222222,0.6089108910891089,0.6443945945945945,48,77,0.8555555555555555,0.6233766233766234,0.083333333,0,1,0.011111111111111112,0,0,0,0,0,0,0,5
Denzel Valentine,UTA,86,1258,270,42,0.088421053,9,16,0.5625,8,26,0.3076923076923077,0,0.5,0.5,0.5588913793103448,6,7,0.16666666666666666,0.8571428571428571,0.16666666666666666,1,9,0.21428571428571427,0.1111111111111111,1,7,17,0.40476190476190477,0.4117647058823529,1,4
Jalen Wilson,BKN,66,1240,303,69,0.16626506024096385,23,39,0.5897435897435898,1,10,0.1,20,0.5,0.575,0.5716470588235294,21,31,0.6326530612244898,0.6774193548387096,0.23809523809523808,0,2,0.040816327,0,0,1,8,0.16326530612244897,0.125,1,3
Daishen Nix,MIN,99,1239,348,18,0.054380664652567974,4,16,0.25,2,16,0.125,4,0.21875,0.2647058823529412,0.5335717391304348,4,13,0.40625,0.3076923076923077,0.25,1,5,0.15625,0.2,1,1,11,0.34375,0.090909091,1,7
GG Jackson II,MEM,48,1233,299,94,0.13447782546494993,24,43,0.5581395348837209,10,28,0.35714285714285715,16,0.5492957746478874,0.5949367088607594,0.567963725,20,35,0.49295774647887325,0.5714285714285714,0.2,2,3,0.042253521,0.6666666666666666,1,8,25,0.352112676,0.32,0.625,2
Dalen Terry,CHI,122,1231,315,48,0.1293800539083558,20,30,0.6666666666666666,1,10,0.1,5,0.5375,0.5581395348837209,0.59209,16,24,0.6,0.6666666666666666,0.125,0,5,0.125,0,0,1,5,0.125,0.2,1,6
Usman Garuba,GSW,105,1227,380,92,0.3333333333333333,36,66,0.5454545454545454,1,7,0.14285714285714285,17,0.5136986301369864,0.5411764705882353,0.576715,36,61,0.8356164383561644,0.5901639344262295,0.2222222222222222,1,6,0.082191781,0.16666666666666666,1,0,1,0.01369863,0,0,4
Dante Exum,DAL,61,1204,246,43,0.095343681,10,13,0.7692307692307693,5,11,0.45454545454545453,8,0.7291666666666666,0.7678571428571429,0.5991961538461539,8,11,0.4583333333333333,0.7272727272727273,0.375,2,6,0.25,0.3333333333333333,1,3,5,0.20833333333333334,0.6,1,4
Jared Butler,WAS,105,1182,268,28,0.051282051,6,15,0.4,4,8,0.5,4,0.5217391304347826,0.56,0.4779117647058823,3,7,0.30434782608695654,0.42857142857142855,0.3333333333333333,0,0,0,0,0,4,8,0.34782608695652173,0.5,1,8
Johnny Davis,WAS,95,1178,282,39,0.10569105691056911,14,26,0.5384615384615384,2,6,0.3333333333333333,5,0.53125,0.5571428571428572,0.5398238095238096,7,14,0.4375,0.5,0.42857142857142855,0,0,0,0,0,2,6,0.1875,0.3333333333333333,1,2
Terry Taylor,CHI,95,1165,323,147,0.32450331125827814,60,92,0.6521739130434783,3,6,0.5,18,0.6581632653061225,0.6805555555555556,0.5538634920634921,55,81,0.826530612,0.6790123456790124,0.10909090909090909,1,2,0.020408163,0.5,1,2,4,0.040816327,0.5,1,6
Scotty Pippen Jr.,MEM,52,1142,280,51,0.092224231,9,27,0.3333333333333333,8,16,0.5,9,0.4883720930232558,0.5208333333333334,0.5254462962962962,8,13,0.3023255813953488,0.6153846153846154,0.375,3,5,0.11627906976744186,0.6,1,5,11,0.2558139534883721,0.45454545454545453,1,15
Frank Kaminsky,HOU,92,1131,211,50,0.10121457489878542,20,31,0.6451612903225806,1,4,0.25,7,0.6142857142857143,0.6410256410256411,0.6234583333333333,16,24,0.6857142857142857,0.6666666666666666,0.25,0,0,0,0,0,1,4,0.11428571428571428,0.25,1,1
Brandon Goodwin,CLE,83,1121,278,22,0.055137845,5,11,0.45454545454545453,3,12,0.25,3,0.41304347826086957,0.4230769230769231,0.52016,4,7,0.30434782608695654,0.5714285714285714,0.25,1,2,0.086956522,0.5,1,2,10,0.43478260869565216,0.2,1,3
Ousmane Dieng,OKC,88,1119,282,46,0.12041884816753927,8,15,0.5333333333333333,7,18,0.3888888888888889,9,0.5606060606060606,0.5897435897435898,0.5593999999999999,7,11,0.3333333333333333,0.6363636363636364,0.7142857142857143,2,5,0.15151515151515152,0.4,1,5,13,0.3939393939393939,0.38461538461538464,1,4
Skylar Mays,LAL,105,1111,263,49,0.10864745011086474,9,16,0.5625,8,18,0.4444444444444444,7,0.6176470588235294,0.6447368421052632,0.5715,8,13,0.38235294117647056,0.6153846153846154,0.25,1,2,0.058823529411764705,0.5,1,7,16,0.47058823529411764,0.4375,1,2
Ben Sheppard,IND,70,1086,267,33,0.10091743119266056,7,9,0.7777777777777778,5,23,0.21739130434782608,4,0.453125,0.4852941176470588,0.5429138888888889,5,7,0.21875,0.7142857142857143,0.6,3,9,0.28125,0.3333333333333333,1,2,14,0.4375,0.14285714285714285,1,0
Joshua Primo,LAC,56,1069,270,38,0.11949685534591195,11,16,0.6875,4,11,0.36363636363636365,4,0.6296296296296297,0.6333333333333333,0.532890625,10,12,0.4444444444444444,0.8333333333333334,0.4,1,3,0.1111111111111111,0.3333333333333333,1,3,8,0.2962962962962963,0.375,1,5
Eugene Omoruyi,WAS,87,1057,270,103,0.20934959349593496,31,67,0.4626865671641791,6,7,0.8571428571428571,23,0.5405405405405406,0.5852272727272727,0.5453201612903226,27,50,0.6756756756756757,0.54,0.18518518518518517,2,2,0.027027027,1,1,4,5,0.067567568,0.8,1,4
