player_name,height_in,weight_lbs,school_conf,col_fg,col_fga,col_2p,col_2pa,col_3p,col_3pa,col_ft,col_fta,col_trb,col_ast,col_stl,col_blk,col_tov,col_pf,col_pts,col_fgp,col_2pp,col_3pp,col_ftp,col_tsp,col_efgp,col_ws/40,col_obpm,col_dbpm,col_bpm,col_per,col_orbp,col_drbp,col_trbp,col_astp,col_stlp,col_blkp,col_tovp,col_usgp
Jake Laravia,79,235,Multiple,5.9,11.2,5.1,9.2,0.8,2,4,5.4,8.5,3.5,1.7,1.4,3,4,16.5,0.524,0.558,0.371,0.743,0.599,0.558,0.185,3.7,2.6,6.3,22.4,9.6,15.6,12.7,17.8,2.4,3.9,17.8,21.9
Caris LeVert,78,205,Big 10,5.4,12.4,3.4,7.5,2,4.9,3,3.9,5.4,4,1.4,0.3,2,2.2,15.7,0.434,0.456,0.401,0.77,0.552,0.514,0.147,4.1,2.7,6.8,19.3,1.8,15.1,8.5,21,2.3,0.9,12.3,22.8
Marcus Smart,75,220,Big 12,5.9,14.3,4.3,8.8,1.6,5.6,6.6,8.8,7.1,5.4,3.5,0.8,3.6,3.5,20.1,0.413,0.488,0.295,0.751,0.542,0.47,0.207,5.5,5.9,11.4,25.4,5.2,15.1,10.3,28.4,5.2,2.1,16.4,28.2
Will Barton,78,181,ACC,6.9,14.6,5.6,10.2,1.3,4.4,3.3,4.5,7.8,3.5,1.8,0.7,2.8,2.7,18.4,0.471,0.546,0.299,0.733,0.549,0.517,0.176,4.4,2.4,6.8,22.1,6.6,16.8,11.9,18.4,2.6,1.9,14.5,24.9
CJ Elleby,78,200,Big 10,7.1,17.1,4.6,10.4,2.5,6.7,3.9,5.3,9.3,3,1.7,0.9,3.2,3.4,20.6,0.413,0.443,0.367,0.749,0.524,0.485,0.128,3.3,1.2,4.4,20.2,4.8,21.6,13,16.7,2.4,2.3,14,28.2
Jeremy Lamb,77,180,Big East,6.6,13.8,4.7,8.2,1.9,5.6,2.4,3,5.8,2.1,1.3,0.8,2,2,17.6,0.482,0.573,0.348,0.806,0.58,0.553,0.164,5.5,2.6,8.1,21.3,4,12.2,8.2,11.2,2,1.9,11.6,22.2
Jalen Williams,77,211,WCC,5.9,12.5,4.5,8.5,1.4,4,3.4,4.3,4.9,3.8,1.6,0.7,2.1,3.4,16.5,0.469,0.525,0.352,0.785,0.568,0.526,0.145,2.1,1.7,3.7,18,2,11.4,7,17.9,2.3,1.8,12.7,21
Miles Bridges,79,225,Big 10,7.9,16.7,5.3,9.8,2.6,6.9,3.2,4.1,9.6,3.1,0.8,1.4,2.7,2.1,21.5,0.47,0.537,0.375,0.776,0.576,0.548,0.186,6.4,3,9.5,22.8,5.4,20.4,13.6,15.8,1.2,3.6,12.7,27.2
Aaron Wiggins,77,190,Big 10,5.5,13.6,3,6.6,2.5,7,1.9,2.5,6.6,2.2,1.3,0.5,2,2.5,15.5,0.407,0.456,0.361,0.769,0.525,0.5,0.129,3.6,2.5,6.1,16.4,4.6,13.9,9.5,11.9,1.9,1.5,12.1,22.3
Jae Crowder,78,235,Big East,6.9,14,5,8.6,1.9,5.4,3.6,5.3,10,2.4,2.5,1.2,1.4,3.3,19.3,0.492,0.581,0.35,0.683,0.584,0.56,0.233,7.5,4.3,11.8,26.7,8.2,20.8,14.5,12.5,3.6,3.2,7.6,21.9
Bobby Portis,82,250,SEC,8.2,15.7,7.8,14.4,0.5,1.3,4.1,5.5,11.1,1.8,1.5,2.1,1.9,2.7,21,0.526,0.54,0.365,0.737,0.574,0.54,0.21,6.3,2.1,8.4,26.7,12,18.6,15.3,9.8,2.1,5.3,9.6,24.2
Keegan Murray,80,225,Big 10,9.3,17.2,7.4,11.9,2,5.3,4.3,5.8,11,1.6,1.7,2.6,1.4,2.9,25,0.543,0.618,0.373,0.749,0.626,0.6,0.271,10.3,3,13.2,33,9.8,19.9,14.9,8.4,2.4,6.7,6.6,26
Josh Okogie,76,213,ACC,6.5,14.9,5.2,11.4,1.3,3.4,6.2,8,7,2.4,1.8,1,2.7,3.3,20.5,0.437,0.454,0.382,0.777,0.55,0.481,0.157,4.1,2.7,6.7,21.4,6.4,13.3,10,13.6,2.6,2.6,12.8,27.4
Kira Lewis Jr.,73,170,SEC,6.5,14.5,4.5,9.1,2,5.4,3.5,4.4,4.2,4.6,1.5,0.5,3.3,2.5,18.4,0.447,0.498,0.362,0.793,0.555,0.515,0.127,3,1.5,4.5,17.7,1.9,9.1,5.5,23.5,2,1.2,16.5,23.5
Gary Harris,76,210,Big 10,6.4,14.6,3.7,7.4,2.7,7.2,3.5,4.5,4.2,2.6,2,0.4,2.1,2.6,19.1,0.44,0.503,0.376,0.788,0.571,0.533,0.183,6,3.6,9.6,21,3.9,8.6,6.3,13.5,3.1,1.1,11,24.6
Delon Wright,77,185,Big 12,5.7,10.7,5.1,8.6,0.6,2.1,5.2,6.4,6.7,5.9,2.6,1.3,2.6,1.9,17.3,0.535,0.594,0.299,0.814,0.629,0.565,0.266,7.6,6.3,13.9,28.1,4.3,15.4,10.3,30.8,4,3.5,15.8,22.1
Christian Braun,78,220,Big 12,4.9,11,3.1,6,1.9,5,2.4,3.2,7,2.5,1.3,0.7,1.8,2.3,14.2,0.449,0.508,0.378,0.749,0.566,0.535,0.161,4.5,3.5,7.9,17.2,4.6,14.9,9.9,11.4,1.9,2,12.9,17.9
Kentavious Caldwell-Pope,77,204,SEC,6.4,15.4,3.6,7.1,2.8,8.3,3.6,4.7,7.4,1.8,2.3,0.5,1.9,2.6,19.2,0.415,0.504,0.339,0.752,0.543,0.507,0.182,6.6,3.3,9.9,24,4.6,18.8,11.5,13.3,3.8,1.6,9.7,27
Ty Jerome,77,195,ACC,5.2,12,2.8,5.9,2.4,6.1,1.7,2.2,4.6,5.5,1.8,0.1,2.1,2.9,14.6,0.435,0.479,0.392,0.788,0.558,0.534,0.198,4.5,5.1,9.5,19.7,1.4,12.7,7.2,28,3,0.2,13.8,21.9
Domantas Sabonis,82,240,WCC,7.8,12.3,7.7,12.1,0.1,0.3,4.6,6.4,14.1,2,0.8,0.9,3.1,4.4,20.3,0.632,0.638,0.357,0.729,0.662,0.636,0.249,4.8,2.3,7.1,27.4,12.4,26.4,20.1,9.7,1.2,2.2,16.6,23.9
Gordon Hayward,79,225,Big East,5.2,11.1,3.2,5.6,2,5.5,4.9,6,9,2.2,1.5,1.1,2.4,2.5,17.4,0.47,0.569,0.369,0.824,0.624,0.562,0.249,,,,24.3,7.6,23.4,14.1,12.9,2,2.7,14.8,22.3
Kawhi Leonard,79,225,Pac-12,6.7,15,6,12.1,0.7,2.9,3.5,4.7,12.8,2.8,1.8,0.8,2.7,3.1,17.7,0.449,0.497,0.25,0.744,0.513,0.473,0.211,5.3,3.9,9.2,25,12.6,25,19,14.4,2.7,2.2,13.7,26
Isaiah Livers,78,232,Big 10,5,10.7,2.6,5,2.4,5.7,1.9,2.2,6.5,1.6,0.8,0.9,1.3,2.7,14.2,0.465,0.526,0.412,0.856,0.604,0.575,0.169,4.2,3.6,7.8,17.3,4.6,13.9,9.5,7.3,1.3,2.2,9.9,17.3
Paul Reed,81,210,Big East,7.4,13.9,6.8,12,0.6,1.9,2.7,3.7,13,1.7,2,2.6,2.7,4.2,18.2,0.535,0.568,0.33,0.739,0.583,0.558,0.178,3.8,3,6.8,25.3,11.3,25.1,18.1,8.8,2.8,7.9,14.7,22
Khris Middleton,79,222,SEC,6,13.9,4.4,8.9,1.6,5.1,3.7,4.8,7,3.1,1.5,0.3,3.1,3.3,17.3,0.431,0.494,0.321,0.768,0.534,0.489,0.156,5.4,2.2,7.6,19.6,7,14.4,10.6,18.7,2.4,0.9,15.9,25.5
Paul George,80,220,MWC,6,13.4,3.7,7.6,2.3,5.8,4,4.9,7.9,2.8,2.3,1.1,3.2,3.3,18.2,0.447,0.485,0.396,0.803,0.579,0.532,0.155,,,,24.3,6.7,18.8,11.5,16.8,4,2.5,17.1,24.6
Kyle Kuzma,81,221,Big 12,7.4,14.6,6.4,11.2,1,3.4,3.4,5.4,10.6,2.8,0.6,0.7,3,3,19.2,0.506,0.567,0.302,0.633,0.56,0.541,0.163,3.3,0.9,4.1,21.1,9.7,20.5,15.5,14,0.9,1.8,14.9,25.9
Nikola Vucevic,82,260,Big 10,6.1,12,5.5,9.9,0.6,2,3.2,4.3,11.5,1.6,0.7,1.6,2.1,3.5,16,0.509,0.551,0.303,0.746,0.571,0.535,0.199,6.7,2.8,9.4,24.2,10.8,24.5,17.7,10.1,1,4.4,13.3,22.7
Daniel Gafford,82,265,SEC,8.8,13.9,8.8,13.9,0,0,4.7,8.3,11.6,1.1,1.1,3.3,2.6,4.7,22.4,0.635,0.635,,0.562,0.626,0.635,0.194,4.9,2.7,7.6,27.8,11.1,21.4,16.3,6,1.6,10,12.9,25
Tony Snell,78,213,MWC,4.8,11.4,2.3,4.7,2.6,6.7,2.6,3.1,3.9,3.3,0.8,0.6,2.4,1.9,14.7,0.421,0.48,0.38,0.821,0.571,0.533,0.138,3.7,1.8,5.6,15.6,2,9.8,5.9,18.1,1.3,1.6,15.6,20.1
Trey Murphy III,80,206,Multiple,5.5,12,2.1,3.6,3.4,8.4,2.4,2.9,5.7,1.5,1.1,0.8,1.4,2.9,16.7,0.455,0.58,0.401,0.819,0.623,0.595,0.152,4.4,0.1,4.5,19,3.5,13,8.3,8,1.6,2.1,9.7,19.4
Chris Paul,73,175,ACC,5.3,11.2,3.6,7.7,1.6,3.5,5.8,6.9,4.6,7.5,3,0.2,3.2,3.1,18,0.472,0.473,0.47,0.838,0.622,0.545,0.178,,,,,,,6.6,32.3,,0.4,18.3,20.6
Vince Williams Jr.,76,205,Atlantic 10,4.6,10.5,2.8,5.5,1.9,5.1,3.6,4.7,7.5,3.2,2,0.9,3.2,3.9,14.7,0.44,0.507,0.367,0.773,0.578,0.528,0.163,2.2,3.9,6.1,17.5,5.1,16.5,11,16,2.9,2.6,20.2,20.7
Bennedict Mathurin,77,210,Big 12,6.6,14.5,4,7.7,2.6,6.8,4.4,5.5,7.2,2.7,1.2,0.3,2.1,2.4,20.2,0.456,0.521,0.383,0.789,0.59,0.546,0.197,5.9,1.8,7.7,20.7,5.3,13.9,9.9,12.2,1.6,0.6,10.8,23.1
Kris Murray,80,216,Big 10,8.2,17.3,5.6,9.9,2.6,7.4,3.3,4.7,9.2,2.3,1.4,1.6,1.7,3.6,22.2,0.473,0.566,0.348,0.699,0.569,0.547,0.193,7.3,1.2,8.6,25.4,8.9,17.2,12.9,11.2,2,4,8.2,26
Jakob Poeltl,85,260,Big 12,7.6,11.5,7.6,11.5,0,0,4.6,7.7,11.8,2,0.7,2.5,2.7,3.5,19.8,0.658,0.659,0,0.605,0.653,0.658,0.233,5.9,3.4,9.3,28.4,13.6,21.2,17.7,10.8,1.1,6.5,15.3,23.8
Markieff Morris,81,245,Big 12,6.5,11.7,5.8,9.9,0.7,1.8,3.9,5.9,12.6,2.4,1.1,2,3.3,5.7,17.5,0.553,0.579,0.404,0.653,0.603,0.583,0.208,6.7,3.6,10.3,25.7,13,22.9,17.7,10.9,1.7,4.8,18.4,21.8
Landry Shamet,76,190,ACC,5.8,12.2,2.7,5,3.1,7.2,3.2,4,4.2,5.7,1.1,0.3,2.1,2.9,18,0.48,0.542,0.437,0.811,0.641,0.609,0.213,6.5,2.4,8.9,21,2.2,9.3,5.9,25.4,1.5,0.8,13.2,19.8
Isaiah Joe,75,165,SEC,5.7,14.6,1.5,3.5,4.2,11.2,2.9,3.5,4.1,2.1,1.8,0.2,1.8,2.3,18.5,0.39,0.429,0.378,0.827,0.569,0.534,0.139,4.9,1.7,6.6,17.7,2,9.6,5.8,10.6,2.5,0.7,9.8,22.4
Patrick Beverley,74,180,SEC,4.8,11.4,2.5,5.4,2.3,6.1,3.3,4.5,6.5,3.3,1.8,0.5,2.3,2.7,15.2,0.42,0.463,0.382,0.73,0.56,0.521,0.138,,,,,,,9.5,15.6,,0.9,14.7,19.7
James Johnson,79,240,ACC,7.7,15,6.6,11.3,1.1,3.7,3.3,4.8,11.2,2.2,1.9,1.9,3.3,4,19.8,0.515,0.587,0.296,0.693,0.575,0.551,0.219,,,,,,,15.2,9.2,,3.3,16.2,25.7
Kelly Olynyk,83,240,WCC,7.8,13.1,7.2,11.4,0.6,1.7,4.7,6.6,10.6,2.5,1.2,1.1,3.2,4.5,20.8,0.594,0.634,0.333,0.709,0.641,0.616,0.237,7.3,2.6,9.9,27,11.1,20.4,16,13.1,1.8,3.1,16.6,24.9
Kevin Durant,83,240,SEC,9.8,20.6,7.1,14.2,2.6,6.5,6.7,8.2,12.4,1.5,2.1,2.1,3.2,2.3,28.8,0.473,0.505,0.404,0.816,0.587,0.536,0.28,,,,,,,16.5,8.6,,3.5,11.4,33.2
Nickeil Alexander-Walker,77,205,ACC,6.3,13.5,3.9,7.5,2.3,6,3.2,4.1,5.3,3.7,1.8,0.7,3,2.5,18,0.464,0.529,0.383,0.763,0.582,0.549,0.159,4.1,3.1,7.3,19.7,2.5,13.4,8.3,18.7,2.8,2.4,16.1,24.6
Rodney Hood,80,208,Multiple,5.8,12.7,3.6,7.3,2.1,5.4,2.5,3.2,5.3,2.5,0.7,0.4,1.5,2.4,16.2,0.455,0.499,0.396,0.773,0.569,0.539,0.142,4.8,0.7,5.4,17.9,3.2,13,8,12.6,1.1,1,9.7,20.5
Jalen McDaniels,81,190,Pac-12,7.2,14.3,6.6,12.3,0.6,2,3.9,5.1,11.3,2.2,1.4,0.7,2.5,3.8,19,0.504,0.538,0.298,0.758,0.565,0.525,0.18,2.9,2.2,5.1,21.9,8.7,23.1,16,12.1,2,2.2,13.1,24.2
De'Andre Hunter,80,221,ACC,6.5,12.8,5.1,9.5,1.4,3.4,4.2,5.4,6.6,2.3,0.9,0.7,1.8,2.9,18.7,0.509,0.541,0.419,0.773,0.606,0.564,0.234,6.7,3.8,10.5,24,6.3,14,10.3,12.6,1.4,2.5,10.2,24.7
Jaden Ivey,76,195,Big 10,6.9,15.7,4.8,9.2,2.1,6.5,4.9,6.6,6,3.6,1.2,0.9,3,2.4,20.8,0.44,0.523,0.322,0.739,0.552,0.507,0.166,5.3,1.8,7.1,21.1,3.1,14,8.8,18.2,1.8,2.6,13.6,28.1
Trae Young,73,164,SEC,9.2,21.8,5,10.2,4.2,11.6,8.3,9.7,4.4,9.8,1.9,0.3,5.9,2,30.9,0.422,0.493,0.36,0.861,0.585,0.518,0.201,9.7,1.3,11.1,28.3,1.3,10,5.8,48.6,2.5,0.7,18.2,37.1
Terry Rozier,73,190,ACC,6.3,15.4,4.6,10.2,1.7,5.2,3.6,4.7,6.4,3.6,2.2,0.2,2.1,2.4,17.8,0.408,0.447,0.331,0.772,0.507,0.463,0.193,4.2,4.4,8.7,20.6,4,13.9,8.9,18.6,3.4,0.4,10.5,24.7
Donte DiVincenzo,76,203,Big East,5.6,11.9,3.2,5.6,2.4,6.4,2.5,3.5,6.3,3.8,1.5,0.3,2.5,2.8,16.1,0.469,0.573,0.378,0.705,0.591,0.57,0.17,4.7,3.1,7.8,18.7,5.6,13.2,9.6,16.2,2.1,0.9,15.7,20.9
Jalen Smith,81,215,Big 10,6.8,13.1,5.7,9.7,1.1,3.4,4.1,5.7,11.9,1.2,0.8,2.4,2,3,18.7,0.516,0.584,0.323,0.709,0.59,0.558,0.215,6.2,3.4,9.6,26,11.9,21.2,16.7,6.5,1.2,6.7,11.4,22.8
Kyle Anderson,81,230,Big 10,5.4,12,4.8,10.2,0.6,1.7,4,5.4,11,6.3,2.2,1,3.3,2.4,15.4,0.452,0.465,0.375,0.736,0.531,0.479,0.167,4.8,4.4,9.2,22.6,6.1,25.3,15.9,28,3.2,2.8,18.4,22.2
John Collins,81,226,ACC,9.5,15.8,9.5,15.8,0,0,6.9,9.5,13.5,0.7,0.9,2.3,2.7,5.4,26,0.601,0.602,0,0.729,0.638,0.601,0.215,6.7,0.7,7.4,31.2,15.2,22.6,18.9,4.1,1.3,6,11.9,27.8
Gorgui Dieng,82,252,ACC,4.8,8.9,4.8,8.8,0,0,2.5,3.9,11.5,1.8,1.5,3.8,2.4,4,12.2,0.545,0.546,0.333,0.64,0.568,0.546,0.19,2.9,6.3,9.2,22,12.4,20.9,16.6,9,2.2,10.6,18.1,16.4
Brook Lopez,85,282,ACC,8.7,18.2,8.6,17.6,0.1,0.6,5.3,7,10.2,1.5,0.7,2.7,3,3.7,22.9,0.48,0.491,0.143,0.764,0.532,0.482,0.213,,,,,,,14.6,9.7,,4.9,12.3,31.4
Terrence Ross,78,206,Big 10,7.5,16.7,4.8,9.1,2.8,7.6,2.3,3,7.6,2,1.5,1.1,2.2,4,20.2,0.453,0.528,0.364,0.764,0.557,0.536,0.176,4.8,2.6,7.5,21.1,4.9,16.8,10.6,9.4,2.1,2.6,11,23.8
Davion Mitchell,73,202,Multiple,4.8,10.5,3.1,5.9,1.8,4.7,1.8,2.8,3.1,5.4,1.9,0.4,2.8,3.6,13.2,0.459,0.525,0.376,0.657,0.559,0.542,0.148,2.2,3.4,5.6,15.3,1.5,7.7,4.5,23.5,2.7,1,19.1,18
Thomas Bryant,82,248,Big 10,7,11.8,6.3,10.1,0.6,1.7,4.7,6.5,9.8,1.9,1,1.9,3.1,4.7,19.3,0.592,0.63,0.373,0.718,0.648,0.619,0.188,4.5,2.4,6.8,23.9,10.4,18,14.4,9,1.4,5,17.3,22.1
Johnny Davis,74,170,Big 10,6.5,15.2,5.4,11.7,1.1,3.5,4.1,5.3,8.5,2.2,1.5,0.9,2.3,2.8,18.3,0.431,0.462,0.325,0.779,0.518,0.468,0.146,3.7,3.5,7.2,20.3,4.7,20.1,12.2,12.5,2.3,2.4,11.6,26.4
Tre Jones,73,185,ACC,5.2,12.4,4,8.7,1.2,3.7,2.7,3.6,4.6,6.7,2.1,0.3,2.3,1.9,14.3,0.419,0.464,0.313,0.767,0.507,0.466,0.168,3.6,3.7,7.3,18,2.5,9.5,6.1,27.4,2.9,0.7,14.1,19.2
Chris Duarte,77,190,Big 10,6.6,14,4.1,7.4,2.5,6.6,2.9,3.6,6.4,2.7,2.2,0.8,2.4,1.9,18.6,0.473,0.555,0.38,0.803,0.593,0.562,0.19,6.8,3.1,9.9,23.9,4.4,15.1,9.9,13.2,3.4,2.5,13.1,23.8
Saddiq Bey,79,215,Big East,5.4,11.4,3,5.7,2.4,5.8,1.9,2.6,6.2,2.3,1,0.5,1.4,2.9,15,0.469,0.522,0.418,0.728,0.594,0.575,0.161,4.9,1.9,6.8,18.6,6.4,11.8,9.1,11.7,1.6,1.2,10,18.5
Jericho Sims,82,250,SEC,5.3,8.3,5.3,8.3,0,0,2.3,4.4,10.5,0.8,0.8,1.5,2.3,4.2,12.9,0.639,0.64,0,0.524,0.621,0.639,0.148,1.7,3,4.6,18.3,10,20.3,15.2,4.2,1.2,4,17.9,16.4
Isaiah Roby,80,230,Big 10,4.8,10.1,4,7.6,0.8,2.5,3.1,4.3,9.1,2.5,1.4,2.7,2.7,4.7,13.6,0.476,0.523,0.336,0.702,0.555,0.518,0.134,1.8,4,5.9,18.6,7.3,17.6,12.5,12.2,2,6.7,17.9,18.9
Kevin Huerter,79,198,Big 10,5.3,11.3,2.6,4.6,2.7,6.8,1.8,2.5,6.3,3.8,1,0.8,2.4,2.6,15,0.466,0.572,0.394,0.748,0.603,0.584,0.15,5,2.7,7.7,17.7,3.2,14.3,9.1,19.1,1.5,2.2,16.3,19.3
Nick Richards,85,245,SEC,5.9,9.4,5.9,9.4,0,0,4.4,6,11,0.5,0.2,3.1,2.1,5.2,16.2,0.627,0.627,,0.728,0.66,0.627,0.201,3.4,3.1,6.5,23,12.8,18.7,16,2.3,0.3,8.7,14.7,18.2
Bruno Fernando,81,240,Big 10,6.9,11.6,6.8,11.3,0.1,0.3,4.3,5.7,13.2,2.1,0.8,2.4,3.5,4.2,18.2,0.595,0.603,0.308,0.763,0.638,0.599,0.197,3.8,4.3,8.1,25.1,10.8,26.3,19.1,11.4,1.2,6.6,19.7,23.1
Donovan Mitchell,75,215,ACC,6.3,15,4,8,2.3,7.1,3.1,3.9,6.4,3.4,2.2,0.5,2,3.9,18,0.418,0.497,0.329,0.788,0.532,0.495,0.194,4.6,5.1,9.7,20.5,4.7,13.2,8.9,15.9,3.3,1.3,10.8,23.3
Miles McBride,73,195,Big 12,6.2,14.7,4.5,10.2,1.7,4.5,4,5.1,4.4,4.7,2.1,0.6,2.2,2.5,18,0.419,0.442,0.368,0.785,0.525,0.476,0.181,5.3,3.8,9.1,20.6,3.2,9.3,6.1,23.9,3.1,1.7,11.6,23
Jordan Hawkins,77,190,Big East,6.2,15.7,2.6,6,3.7,9.8,4.2,4.9,5.2,1.6,0.9,0.8,2,3,20.4,0.396,0.428,0.376,0.872,0.564,0.512,0.183,4.9,1.6,6.4,18.1,3.8,10.9,7.4,7.8,1.4,2,10.2,24.7
Malik Monk,75,200,SEC,8.2,18.3,4.8,9.7,3.4,8.6,4.9,5.9,3.1,2.9,1.2,0.6,2.5,2.4,24.8,0.45,0.497,0.397,0.822,0.586,0.543,0.189,6.5,2.5,9,21.5,1.1,7.3,4.2,13.3,1.6,1.5,10.4,27.2
Zion Williamson,78,284,ACC,12,17.6,11,14.7,1,2.9,5.3,8.2,11.8,2.7,2.8,2.4,3.2,2.7,30.1,0.68,0.747,0.338,0.64,0.702,0.708,0.335,13.4,6.7,20.1,40.8,12.7,18,15.5,14.9,3.9,5.8,12.8,28.6
Tari Eason,80,215,Multiple,8.2,16.2,7.1,12.8,1.1,3.4,5.7,7.5,11.3,2,2.9,2.1,3.9,4.8,23.1,0.504,0.551,0.327,0.757,0.585,0.538,0.222,5.6,4.8,10.4,28,11.3,20.5,15.9,11.6,4.1,6.5,16.5,28.8
Jamal Murray,76,215,SEC,7.7,17,4.1,8.2,3.6,8.7,3.8,4.8,5.9,2.5,1.1,0.3,2.7,2.4,22.7,0.454,0.502,0.408,0.783,0.59,0.559,0.193,8.1,1.4,9.5,22.7,4.9,11.2,8.2,12.1,1.6,0.9,12.1,27.3
Jeremiah Robinson-Earl,80,240,Big East,5.7,12,4.8,8.9,0.9,3.1,3,3.9,10.7,2.5,1.3,0.7,2.3,2.7,15.3,0.478,0.54,0.301,0.768,0.556,0.517,0.167,3.8,2.6,6.4,20.5,8.9,22.4,15.7,12.3,1.9,1.9,14.3,21.3
LaMarcus Aldridge,83,250,SEC,6.9,11.8,6.9,11.8,0,0,4,6.2,10.8,0.8,1.7,2.4,2.2,3.5,17.8,0.586,0.586,,0.649,0.605,0.586,0.28,,,,,,,15.3,4.3,,4.2,12.9,20.9
Chuma Okeke,79,229,SEC,5.7,11.7,3.7,6.8,1.9,5,2.2,3.2,9.9,2.4,2,1.5,2,3,15.5,0.481,0.55,0.389,0.703,0.584,0.564,0.184,5.9,3.4,9.3,22.1,10.5,17.8,14,11.3,2.8,4.9,13.3,18.5
Semi Ojeleye,78,240,Multiple,6.6,13.8,4.2,8,2.4,5.8,5.6,7.1,8,1.7,0.7,0.5,1.6,2.4,21.3,0.479,0.526,0.415,0.785,0.618,0.567,0.248,7.6,1.2,8.7,25.5,8.4,15.1,11.9,8.7,1,1.7,8.7,24.9
Jordan Poole,76,194,Big 10,5.6,12.8,2.8,5.5,2.7,7.3,2.8,3.3,3.8,2.4,1.4,0.3,1.9,2.7,16.6,0.434,0.519,0.37,0.831,0.576,0.54,0.162,3.1,4.1,7.2,16.9,0.8,10.2,5.6,11.9,2.2,0.9,11.8,22.2
Deandre Ayton,85,252,Big 12,9.4,15.4,9,14.2,0.4,1.2,4.8,6.5,13.8,1.9,0.7,2.3,2.4,2.8,24,0.612,0.635,0.343,0.733,0.65,0.625,0.259,8.6,2.4,11,32.6,13.5,28.2,21.4,10.2,1,6.1,11.3,26.6
Brandon Miller,79,200,SEC,7.4,17.1,3.8,7.9,3.5,9.1,4.8,5.6,10.1,2.5,1.1,1.1,2.7,2.9,23,0.43,0.483,0.384,0.859,0.583,0.533,0.23,7.8,4.3,12,23.4,6.7,17.7,12.6,12.9,1.5,2.4,12,26.2
Marvin Bagley III,82,235,ACC,9.7,15.7,8.8,13.7,0.8,2.1,4.7,7.5,13.1,1.8,1,1,2.7,2.1,24.8,0.614,0.647,0.397,0.627,0.643,0.64,0.248,8.8,2,10.8,30.6,13.8,21.5,17.9,8.8,1.4,2.6,12.2,26.3
Jabari Walker,79,237,Big 12,7.1,14.8,5.3,10.2,1.8,4.6,5,6.4,13,1.7,1.1,1,3.2,4.3,21,0.479,0.515,0.399,0.783,0.589,0.541,0.201,4.2,2.2,6.4,24.1,9.6,28.3,19.3,9.3,1.6,2.9,15.2,27.1
Kevin Love,80,251,Big 10,7.9,14,6.9,11.2,1,2.8,6.9,8.9,14.4,2.6,0.9,1.9,2.7,2.5,23.6,0.559,0.611,0.354,0.767,0.644,0.595,0.391,,,,,,,22.1,14.1,,3.6,12.9,27
Aaron Nesmith,78,215,SEC,6.1,13.9,2.8,5.8,3.3,8.1,3.3,4,6.9,1.6,1.2,0.8,2.1,3.8,18.9,0.442,0.485,0.41,0.825,0.598,0.561,0.14,4.5,1.1,5.6,19.8,3.6,16.1,9.8,9.4,1.7,2.2,11.7,22.7
D'Angelo Russell,75,193,Big 10,7.8,17.3,4.6,9.6,3.2,7.8,4,5.3,6.7,5.9,1.9,0.4,3.4,2.5,22.7,0.449,0.479,0.411,0.756,0.573,0.541,0.229,8.6,3.3,11.9,26.6,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2
Immanuel Quickley,74,190,SEC,4.6,11.5,2.4,5.9,2.2,5.6,4.7,5.3,4.6,2.4,1,0.1,1.9,2.7,16.1,0.403,0.409,0.397,0.895,0.578,0.499,0.16,3.5,2.4,5.8,16.4,1.4,11.2,6.7,11.3,1.5,0.3,12.2,20.3
Paolo Banchero,82,250,ACC,7.6,16,6.3,11.9,1.4,4,4.3,5.8,9.5,3.9,1.3,1.1,2.9,2.3,20.9,0.478,0.525,0.338,0.729,0.557,0.52,0.191,5.4,2.3,7.7,24.2,6.4,19.1,13.2,17.5,1.9,2.7,13.3,27.5
Edmond Sumner,76,196,Big East,5.3,12.4,4.4,9,1,3.4,5.6,7.7,5.2,5.8,1.8,0.6,3.3,3.4,17.2,0.429,0.483,0.285,0.73,0.536,0.468,0.143,3.3,3.5,6.8,18.2,2.2,12.5,7.4,27.4,2.5,1.7,17.1,23.5
Franz Wagner,82,220,Big 10,5.5,11.9,3.7,6.4,1.8,5.4,2.6,3.1,7.8,2.6,1.6,1,1.8,3,15.4,0.465,0.583,0.325,0.835,0.577,0.539,0.174,4.4,5,9.4,19.5,3.2,18.3,11.2,11.8,2.3,2.5,11.7,19.7
Brandin Podziemski,76,205,Multiple,7.5,15.7,4.8,9.2,2.8,6.5,3.7,4.8,9.7,4,1.9,0.5,2.5,2.2,21.6,0.48,0.52,0.424,0.77,0.599,0.568,0.209,7.4,2.7,10,25.6,5.5,21.5,13.6,20.1,2.7,1.3,12.3,25.1
Rajon Rondo,73,180,SEC,5.2,10.6,4.6,8.5,0.6,2.1,2.7,4.7,6.4,6,3.3,0.3,3.1,2.8,13.7,0.493,0.544,0.283,0.577,0.536,0.521,0.163,,,,,,,9.3,28.9,,0.5,19.5,20.1
Ben Simmons,82,240,SEC,7.5,13.4,7.5,13.3,0,0.1,6.9,10.3,13.5,5.5,2.3,0.9,3.9,3.2,22,0.56,0.561,0.333,0.67,0.6,0.561,0.207,7,3.3,10.3,29,9.6,26.8,18.2,27.4,3.1,2.5,17.4,26.4
